iter	RMSE
336	8.745861606
337	8.745653796
338	8.745412403
339	8.745060284
340	8.744884673
341	8.744679108
342	8.744434511
343	8.74420806
344	8.743848178
345	8.743567704
346	8.743198263
347	8.74299039
348	8.742830169
349	8.74265769
350	8.742454343
351	8.742197428
352	8.742014497
353	8.741786621
354	8.741606405
355	8.741447067
356	8.741221447
357	8.7410049
358	8.740703905
359	8.74047645
360	8.740282132
361	8.740078275
362	8.739784967
363	8.739592904
364	8.739082986
365	8.738833237
366	8.73864297
367	8.738560322
368	8.738311922
369	8.738053069
370	8.737813736
371	8.73752671
372	8.737300989
373	8.737022576
374	8.736893131
375	8.736713722
376	8.736678749
377	8.736413942
378	8.736269953
379	8.736046925
380	8.73577892
381	8.73560721
382	8.735405061
383	8.735102965
384	8.734882632
385	8.734673652
386	8.734364261
387	8.734010788
388	8.73373954
389	8.7335428
390	8.733318793
391	8.7331434
392	8.732937559
393	8.732779426
394	8.732482238
395	8.732172315
396	8.732100513
397	8.73170241
398	8.73153971
399	8.731263841
400	8.731083407
401	8.730843429
402	8.730638897
403	8.730289819
404	8.730106183
405	8.729903452
406	8.729725718
407	8.729448427
408	8.729290686
409	8.728963374
410	8.728784711
411	8.728571948
412	8.728374183
413	8.72814777
414	8.728083209
415	8.727787225
416	8.727617632
417	8.727458948
418	8.727180221
419	8.726960597
420	8.726851921
421	8.726561351
422	8.726298966
423	8.726228026
424	8.725957445
425	8.725544964
426	8.725245255
427	8.7248714
428	8.724639439
429	8.724316501
430	8.724076337
431	8.723816152
432	8.723516384
433	8.723330786
434	8.723120164
435	8.722859041
436	8.722516475
437	8.722191184
438	8.721986449
439	8.721853596
440	8.721589705
441	8.721360386
442	8.721172922
443	8.720886714
444	8.720674668
445	8.720273314
446	8.720053517
447	8.719827798
448	8.71970811
449	8.719455076
450	8.719297154
451	8.71908871
452	8.718934422
453	8.718866152
454	8.718675449
455	8.718502948
456	8.718350015
457	8.718063259
458	8.717773762
459	8.717604884
460	8.717328574
461	8.717136926
462	8.716885639
463	8.716704908
464	8.716480013
465	8.716408537
466	8.716200024
467	8.715929587
468	8.71566324
469	8.715291251
470	8.715017143
471	8.714810419
472	8.714656055
473	8.714426554
474	8.714330016
475	8.714105059
476	8.713781731
477	8.713490726
478	8.713298539
479	8.713091318
480	8.71287635
481	8.712701001
482	8.712451407
483	8.712257375
484	8.712071993
485	8.711849712
486	8.711594627
487	8.711388733
488	8.711217909
489	8.710967817
490	8.710733208
491	8.710464879
492	8.710220689
493	8.709988792
494	8.709769191
495	8.709658477
496	8.70933863
497	8.708985052
498	8.708748566
499	8.708660623
500	8.708531212
501	8.708223627
502	8.707945195
503	8.707693187
504	8.707407903
505	8.707119874
506	8.706968565
507	8.706761649
508	8.706506872
509	8.706350993
510	8.70610532
511	8.705864198
512	8.705679591
513	8.705366891
514	8.705110249
515	8.704944317
516	8.704672163
517	8.704420971
518	8.704179346
519	8.704003822
520	8.703839693
521	8.703592125
522	8.703382849
523	8.703237858
524	8.703039972
525	8.702840715
526	8.702626861
527	8.702595854
528	8.702198682
529	8.702012174
530	8.701757257
531	8.701605854
532	8.70143119
533	8.701341349
534	8.701175345
535	8.700815962
536	8.700547328
537	8.700301491
538	8.700083926
539	8.699993158
540	8.699841725
541	8.699669306
542	8.699260596
543	8.699127396
544	8.698926681
545	8.698667568
546	8.698416203
547	8.698187642
548	8.697911627
549	8.697602297
550	8.697440328
551	8.69723866
552	8.697080791
553	8.696815692
554	8.696667397
555	8.696500391
556	8.696254439
557	8.696091989
558	8.695938205
559	8.695746086
560	8.695565372
561	8.695382829
562	8.695121329
563	8.694900896
564	8.694613823
565	8.694325827
566	8.694140519
567	8.693883546
568	8.693666733
569	8.693456306
570	8.69322944
571	8.693016719
572	8.692837774
573	8.692687586
574	8.692422352
575	8.692193177
576	8.692010106
577	8.691830227
578	8.691616559
579	8.691388732
580	8.691193317
581	8.690960456
582	8.690688778
583	8.690478278
584	8.69026001
585	8.68999516
586	8.689829852
587	8.689716601
588	8.689512014
589	8.689304226
590	8.689252621
591	8.689057157
592	8.688844335
593	8.688683572
594	8.688619175
595	8.688340573
596	8.688063788
597	8.6879158
598	8.687732639
599	8.687513389
600	8.687361281
601	8.687224245
602	8.687005439
603	8.686810838
604	8.686582428
605	8.686461826
606	8.686249853
607	8.685960666
608	8.685793911
609	8.68570071
610	8.685439375
611	8.685208188
612	8.684942269
613	8.684658522
614	8.684562567
615	8.684363343
616	8.684178736
617	8.68411659
618	8.68388354
619	8.683678816
620	8.683539436
621	8.683289462
622	8.683043593
623	8.682711339
624	8.682399639
625	8.682217276
626	8.681866707
627	8.681602058
628	8.68134517
629	8.681301289
630	8.681149529
631	8.680915942
632	8.68067732
633	8.680468863
634	8.680269087
635	8.679902439
636	8.679498742
637	8.679174582
638	8.679038331
639	8.678798743
640	8.678628192
641	8.678445293
642	8.678204316
643	8.677897485
644	8.677669298
645	8.677551315
646	8.677298881
647	8.677133789
648	8.676817316
649	8.676506776
650	8.676330235
651	8.67610841
652	8.6758724
653	8.675666572
654	8.675523405
655	8.675374289
656	8.675159758
657	8.67497404
658	8.674621807
659	8.674520251
660	8.674333148
661	8.674143295
662	8.673932851
663	8.673700442
664	8.673425936
665	8.673293712
666	8.672935919
667	8.672854934
668	8.672745579
669	8.672504902
670	8.672317755
671	8.67202307
672	8.671948482
673	8.671745307
674	8.671425891
675	8.671194788
676	8.670963678
677	8.670806703
678	8.670561854
679	8.67038153
680	8.670086322
681	8.669862048
682	8.669654705
683	8.669381443
684	8.669160813
685	8.668925072
686	8.668709924
687	8.668452655
688	8.668118926
689	8.667877205
690	8.667652416
691	8.66732644
692	8.667075998
693	8.666780219
694	8.666598901
695	8.666415747
696	8.666065913
697	8.665768268
698	8.665600667
699	8.66537582
700	8.665166537
701	8.6647878
702	8.664553314
703	8.664152566
704	8.664101269
705	8.663766914
706	8.663541103
707	8.663320325
708	8.663021211
709	8.662718881
710	8.662672614
711	8.662498998
712	8.662310719
713	8.662099529
714	8.661907118
715	8.661618493
716	8.661397666
717	8.661093904
718	8.6608135
719	8.660709949
720	8.660594026
721	8.660350262
722	8.660192637
723	8.660060211
724	8.659707371
725	8.659375596
726	8.659119424
727	8.658778461
728	8.658527313
729	8.658361405
730	8.658223451
731	8.657972287
732	8.657653738
733	8.657474062
734	8.657357179
735	8.657067028
736	8.656918052
737	8.656731943
738	8.65657196
739	8.656249234
740	8.656156172
741	8.655965921
742	8.655701855
743	8.655477667
744	8.655270896
745	8.655102174
746	8.654929323
747	8.654618457
748	8.654303911
749	8.654149386
750	8.653938456
751	8.653749073
752	8.65355831
753	8.653256108
754	8.653113487
755	8.652949768
756	8.652784211
757	8.652484734
758	8.652326506
759	8.652010501
760	8.651833001
761	8.651638527
762	8.65142983
763	8.651199109
764	8.650842697
765	8.650671136
766	8.650396816
767	8.650189006
768	8.650055051
769	8.649691709
770	8.649637115
771	8.649505904
772	8.64930266
773	8.648916346
774	8.64872823
775	8.648553416
776	8.648276276
777	8.647956911
778	8.64769673
779	8.647456732
780	8.647246557
781	8.64710246
782	8.646806916
783	8.646657304
784	8.646538439
785	8.646252973
786	8.645922059
787	8.645754532
788	8.645420845
789	8.64518767
790	8.644960455
791	8.64476858
792	8.64441787
793	8.644182832
794	8.644083673
795	8.64397074
796	8.643882597
797	8.643691157
798	8.643438194
799	8.643165481
800	8.642977239
801	8.642859242
802	8.642723795
803	8.642554829
804	8.642375298
805	8.641972603
806	8.64171913
807	8.641552899
808	8.641285637
809	8.641073015
810	8.640773591
811	8.640532942
812	8.640205483
813	8.639969411
814	8.639735629
815	8.639520673
816	8.639302037
817	8.638938702
818	8.638706271
819	8.638338318
820	8.638003885
821	8.637759483
822	8.637505427
823	8.63742365
824	8.637219203
825	8.637031751
826	8.636852105
827	8.636680267
828	8.63652129
829	8.636382528
830	8.63633704
831	8.636091212
832	8.635952443
833	8.635861921
834	8.635798968
835	8.635566451
836	8.635347715
837	8.635090371
838	8.634882652
839	8.634605532
840	8.634318293
841	8.634124803
842	8.633975431
843	8.633705177
844	8.633476281
845	8.633266225
846	8.633067655
847	8.632909991
848	8.632681075
849	8.632376303
850	8.632092667
851	8.631917516
852	8.631683976
853	8.631633865
854	8.631449969
855	8.63120952
856	8.630854581
857	8.630604919
858	8.630512041
859	8.630352032
860	8.630168569
861	8.630027865
862	8.629780479
863	8.629658622
864	8.629557457
865	8.629336269
866	8.629182216
867	8.628832712
868	8.628578853
869	8.628282674
870	8.628039377
871	8.62774042
872	8.627532524
873	8.627287826
874	8.627016442
875	8.626819569
876	8.62653989
877	8.626293784
878	8.626079873
879	8.625851235
880	8.625525519
881	8.62532401
882	8.625217734
883	8.624982632
884	8.624780651
885	8.624628816
886	8.624365171
887	8.6241779
888	8.624030656
889	8.623768373
890	8.623489976
891	8.623205127
892	8.622900941
893	8.622723302
894	8.622551642
895	8.622294837
896	8.621930326
897	8.621728273
898	8.62148295
899	8.621300679
900	8.621033249
901	8.620869842
902	8.620717939
903	8.620479952
904	8.620287993
905	8.620138381
906	8.619900379
907	8.619635668
908	8.619495253
909	8.619236975
910	8.61907031
911	8.618933569
912	8.618719015
913	8.618494326
914	8.618205628
915	8.617992437
916	8.617800883
917	8.617676555
918	8.617469337
919	8.617260733
920	8.617014822
921	8.616651469
922	8.616349815
923	8.616020055
924	8.615841814
925	8.615595402
926	8.615372013
927	8.615107624
928	8.61489712
929	8.614748796
930	8.614576057
931	8.614386269
932	8.614148568
933	8.613969367
934	8.613714148
935	8.613614639
936	8.613376916
937	8.613135502
938	8.612804237
939	8.61267569
940	8.61229787
941	8.612073474
942	8.611825111
943	8.611585957
944	8.611226983
945	8.610973527
946	8.610807163
947	8.610532495
948	8.61035967
949	8.610260122
950	8.609967461
951	8.609752683
952	8.609660502
953	8.609423593
954	8.609105552
955	8.608926246
956	8.60881147
957	8.608658893
958	8.608555176
959	8.608407205
960	8.608018595
961	8.60786416
962	8.60768575
963	8.607548367
964	8.607363957
965	8.607160179
966	8.606948098
967	8.606776123
968	8.606467668
969	8.606231592
970	8.60608312
971	8.605855334
972	8.60555699
973	8.605399283
974	8.605188081
975	8.604913233
976	8.604647139
977	8.604416548
978	8.604183645
979	8.604012999
980	8.603881553
981	8.603791615
982	8.603514417
983	8.603244589
984	8.603017651
985	8.602733508
986	8.602516704
987	8.602245923
988	8.602038334
989	8.60178922
990	8.601706641
991	8.601377704
992	8.601277129
993	8.600974936
994	8.600738248
995	8.600547694
996	8.60029946
997	8.599987542
998	8.599712989
999	8.599427353
1000	8.599127863
1001	8.599048028
1002	8.598683916
1003	8.598523775
1004	8.598282867
1005	8.598094104
1006	8.597837491
1007	8.597688412
1008	8.597513022
1009	8.597343628
1010	8.597070837
1011	8.596890819
1012	8.596726029
1013	8.596479069
1014	8.596154087
1015	8.596000824
1016	8.595785697
1017	8.595601496
1018	8.595329573
1019	8.595017475
1020	8.59481756
1021	8.594627336
1022	8.59437339
1023	8.594144832
1024	8.593910265
1025	8.593741724
1026	8.593709401
1027	8.593487752
1028	8.593377849
1029	8.593158039
1030	8.592877264
1031	8.592669449
1032	8.59250504
1033	8.592287054
1034	8.592090771
1035	8.591788254
1036	8.591584568
1037	8.591233073
1038	8.590960088
1039	8.590779479
1040	8.590543435
1041	8.590340644
1042	8.590061164
1043	8.589842654
1044	8.589702214
1045	8.589533128
1046	8.589318764
1047	8.589130728
1048	8.588868303
1049	8.588618345
1050	8.588471416
1051	8.588120256
1052	8.587922952
1053	8.587491827
1054	8.587301441
1055	8.587145709
1056	8.587016778
1057	8.586758447
1058	8.586587917
1059	8.586320331
1060	8.585944587
1061	8.585708409
1062	8.58547315
1063	8.585164853
1064	8.584960548
1065	8.584738211
1066	8.584546378
1067	8.584225566
1068	8.584018928
1069	8.583699021
1070	8.583397596
1071	8.583123437
1072	8.582865452
1073	8.582705479
1074	8.582539492
1075	8.58228565
1076	8.582195486
1077	8.582007757
1078	8.581826497
1079	8.581561999
1080	8.581317378
1081	8.580988584
1082	8.580685676
1083	8.580493289
1084	8.580231062
1085	8.579983627
1086	8.579660333
1087	8.57954239
1088	8.579371716
1089	8.579184388
1090	8.579003531
1091	8.578771326
1092	8.578400802
1093	8.578180145
1094	8.57796781
1095	8.577732801
1096	8.577511202
1097	8.577137847
1098	8.576895413
1099	8.576758925
1100	8.576437822
1101	8.57614447
1102	8.575998715
1103	8.575861288
1104	8.57559568
1105	8.575385132
1106	8.575171339
1107	8.574958929
1108	8.574777983
1109	8.574550291
1110	8.574300379
1111	8.574123121
1112	8.573969002
1113	8.573807937
1114	8.573663069
1115	8.57342933
1116	8.573296027
1117	8.573259923
1118	8.573013676
1119	8.57294517
1120	8.572667437
1121	8.572259616
1122	8.572161014
1123	8.571918438
1124	8.571725855
1125	8.571628172
1126	8.571283266
1127	8.571149003
1128	8.570925845
1129	8.570698514
1130	8.570493401
1131	8.570208643
1132	8.569955363
1133	8.569746065
1134	8.569308931
1135	8.569081094
1136	8.56895328
1137	8.56869811
1138	8.568346602
1139	8.568098824
1140	8.567939502
1141	8.567740807
1142	8.567479117
1143	8.567250768
1144	8.567036308
1145	8.566849637
1146	8.566627756
1147	8.566384561
1148	8.566069092
1149	8.565874523
1150	8.565618798
1151	8.565365382
1152	8.565199059
1153	8.564964163
1154	8.564663468
1155	8.564431337
1156	8.564243682
1157	8.564111162
1158	8.563942035
1159	8.563768733
1160	8.563606087
1161	8.563413316
1162	8.563008298
1163	8.562815977
1164	8.562652385
1165	8.562387295
1166	8.56222833
1167	8.561999377
1168	8.561896486
1169	8.561533574
1170	8.561244347
1171	8.561117343
1172	8.560845252
1173	8.560721951
1174	8.560561564
1175	8.560217602
1176	8.559957536
1177	8.55968309
1178	8.559425789
1179	8.559186562
1180	8.558940374
1181	8.558573628
1182	8.558447975
1183	8.558199447
1184	8.558035767
1185	8.557870229
1186	8.557565575
1187	8.557412085
1188	8.557258128
1189	8.556959017
1190	8.556753575
1191	8.556552302
1192	8.556348242
1193	8.556108929
1194	8.555869609
1195	8.555624716
1196	8.555401153
1197	8.555162277
1198	8.554909479
1199	8.554724398
1200	8.554545807
1201	8.554369996
1202	8.554058723
1203	8.553807748
1204	8.55358924
1205	8.553420368
1206	8.553239895
1207	8.553081223
1208	8.552899815
1209	8.552664581
1210	8.552512394
1211	8.552362989
1212	8.552218221
1213	8.551924039
1214	8.5517904
1215	8.551728684
1216	8.551612212
1217	8.551414531
1218	8.551128673
1219	8.550923555
1220	8.550684554
1221	8.550556002
1222	8.550438121
1223	8.550289608
1224	8.549956836
1225	8.549765615
1226	8.549599916
1227	8.549549324
1228	8.549416113
1229	8.549131581
1230	8.548854003
1231	8.548673897
1232	8.548474291
1233	8.548323887
1234	8.548104775
1235	8.547882407
1236	8.547557899
1237	8.547351302
1238	8.547124273
1239	8.546854058
1240	8.546679946
1241	8.546425968
1242	8.54619102
1243	8.545877592
1244	8.54566306
1245	8.545445273
1246	8.545199153
1247	8.545035224
1248	8.544889868
1249	8.544664631
1250	8.544454713
1251	8.544110568
1252	8.544028361
1253	8.543821679
1254	8.54367816
1255	8.543397618
1256	8.543323765
1257	8.543024166
1258	8.542805383
1259	8.542548038
1260	8.542300906
1261	8.542044475
1262	8.541839139
1263	8.541688153
1264	8.541437279
1265	8.54118361
1266	8.540836545
1267	8.540620958
1268	8.540538253
1269	8.540393285
1270	8.53993792
1271	8.539770637
1272	8.539518778
1273	8.539358457
1274	8.539172574
1275	8.538968099
1276	8.538825428
1277	8.538438298
1278	8.538238917
1279	8.537942394
1280	8.537661663
1281	8.537515716
1282	8.537305158
1283	8.536990939
1284	8.53678827
1285	8.536544225
1286	8.536328994
1287	8.536164895
1288	8.535936638
1289	8.535733479
1290	8.535469878
1291	8.535148616
1292	8.534967291
1293	8.534798981
1294	8.534632993
1295	8.534510707
1296	8.534129427
1297	8.534035034
1298	8.533834621
1299	8.533500742
1300	8.533113836
1301	8.532830156
1302	8.532630644
1303	8.532340902
1304	8.532090683
1305	8.531858597
1306	8.531720923
1307	8.531411149
1308	8.531201371
1309	8.531101829
1310	8.530921348
1311	8.530705045
1312	8.530588751
1313	8.530328247
1314	8.530087738
1315	8.529780696
1316	8.529605771
1317	8.529225202
1318	8.528960933
1319	8.528837636
1320	8.528665483
1321	8.528404455
1322	8.528152259
1323	8.527765576
1324	8.527493351
1325	8.527246713
1326	8.527166671
1327	8.526923746
1328	8.526698034
1329	8.526573774
1330	8.526294995
1331	8.526088349
1332	8.525811882
1333	8.525627566
1334	8.525555421
1335	8.525527028
1336	8.52532688
1337	8.525129986
1338	8.524914467
1339	8.524775284
1340	8.52464122
1341	8.524451293
1342	8.524233429
1343	8.524158945
1344	8.523836326
1345	8.523593307
1346	8.523376818
1347	8.523059291
1348	8.522827424
1349	8.522575529
1350	8.522410699
1351	8.52224121
1352	8.522043313
1353	8.521758798
1354	8.521580448
1355	8.521441211
1356	8.521202315
1357	8.52094944
1358	8.520710064
1359	8.520479996
1360	8.520277401
1361	8.520186115
1362	8.519834934
1363	8.519590403
1364	8.519252706
1365	8.518984868
1366	8.518885649
1367	8.518738449
1368	8.518508793
1369	8.518398389
1370	8.518242329
1371	8.517920884
1372	8.517738261
1373	8.517530009
1374	8.517232299
1375	8.517086468
1376	8.516813902
1377	8.516624732
1378	8.516354015
1379	8.516138741
1380	8.515911811
1381	8.515799975
1382	8.515501271
1383	8.515275257
1384	8.51508279
1385	8.514790586
1386	8.514564087
1387	8.514337581
1388	8.514082172
1389	8.513866374
1390	8.513702774
1391	8.513654765
1392	8.513383022
1393	8.513135043
1394	8.512974225
1395	8.512819931
1396	8.512569604
1397	8.512288037
1398	8.512063801
1399	8.511749582
1400	8.511624637
1401	8.51132299
1402	8.511128103
1403	8.510961653
1404	8.510721996
1405	8.510459484
1406	8.51018997
1407	8.510044019
1408	8.50986076
1409	8.509647186
1410	8.509285778
